Date,Plant Energy (kWh),Plant Power (kW),Plant Insolation  (kWh/m2),Plant Irradiance  (W/m2),Plant Irradiance (Horizontal) (W/m2),Plant Temperature (Ambient) (ºC),Plant Temperature (Panel) (ºC)
27-01-20 06:00,0,-51.66,0,-2.67,-2.9,20.78,18.53
27-01-20 07:00,0,-52.35,0,-2.25,-2.5,20.54,18.21
27-01-20 08:00,105,70.45,0.01,9.09,7.32,20.15,17.98
27-01-20 09:00,2652,2649.93,0.19,192.07,151.26,21.35,21.7
27-01-20 10:00,7613,7617.38,0.46,462.74,382.33,25.48,30.55
27-01-20 11:00,12189,12198.54,0.68,680.31,599.69,30.02,39.41
27-01-20 12:00,15192,15184.81,0.82,816.62,753.04,32.42,45.13
27-01-20 13:00,16812,16824.98,0.89,893.12,840.33,34.05,50.11
27-01-20 14:00,17179,17188.45,0.9,900.21,856.79,35.54,53.21
27-01-20 15:00,16099,16093.69,0.84,836.21,795.33,36.64,54.35
27-01-20 16:00,13735,13748.03,0.71,714.67,680.91,37.2,52.75
27-01-20 17:00,10155,10151.07,0.53,525.65,509.72,37.52,48.32
27-01-20 18:00,5522,5529.12,0.29,288.08,286.5,33.89,38.88
27-01-20 19:00,1161,1162.8,0.07,69.49,69.88,28.26,28.06
27-01-20 20:00,0,-81.43,0,-2.41,-2.59,25.27,22.96
27-01-20 21:00,0,-52.65,0,-2.99,-3.01,23.83,21.55
27-01-20 22:00,0,-52.44,0,-2.75,-2.92,23.18,20.99
27-01-20 23:00,0,-52.97,0,-2.11,-2.21,23.17,21.2
28-01-20 00:00,0,-52.6,0,-2.27,-2.47,23.41,21.38
28-01-20 01:00,0,-52.5,0,-2.34,-2.51,23.45,21.36
28-01-20 02:00,0,-53.23,0,-2.71,-3,22.59,20.54
28-01-20 03:00,0,-53.46,0,-2.19,-2.47,21.51,19.57
28-01-20 04:00,0,-53.14,0,-2.31,-2.59,20.66,18.65
28-01-20 05:00,0,-52.56,0,-2.05,-2.11,20.11,18.22
28-01-20 06:00,0,-52.47,0,-2,-2.39,19.19,17.12
28-01-20 07:00,0,-52.51,0,-2,-2.14,18.69,16.56
28-01-20 08:00,73,36.19,0,5.68,5.05,18.74,16.79
28-01-20 09:00,1803,1804.44,0.12,120.14,101.79,19.42,19.19
28-01-20 10:00,6972,6970.4,0.42,416.34,351.27,22.19,27.46
28-01-20 11:00,11847,11854.98,0.66,659.45,584.83,25.91,37.14
28-01-20 12:00,14704,14695.83,0.81,812.63,752.66,31.22,46.6
28-01-20 13:00,16147,16159.64,0.89,887.89,836.37,34.8,52.14
28-01-20 14:00,16496,16506.39,0.9,904.32,861.12,36.44,55.5
28-01-20 15:00,15442,15435.76,0.84,840.7,800.72,37.45,56.45
28-01-20 16:00,12922,12932.86,0.7,702.74,671.28,37.54,55.56
28-01-20 17:00,9336,9344.84,0.49,493.05,478.88,33.07,44.61
28-01-20 18:00,4637,4636.83,0.25,249.74,248.75,30.32,35.69
28-01-20 19:00,1050,1051.6,0.06,63.37,62.97,27.12,26.88
28-01-20 20:00,0,-79.12,0,-2.9,-3.1,24.52,21.89
28-01-20 21:00,0,-51.98,0,-3.31,-3.36,23.47,20.8
28-01-20 22:00,0,-52.32,0,-3.23,-3.25,22.56,20.04
28-01-20 23:00,0,-52.35,0,-3.06,-3.06,21.62,19.16
29-01-20 00:00,0,-52.11,0,-2.6,-2.9,21.07,18.52
29-01-20 01:00,0,-52.43,0,-2.57,-2.83,20.87,18.43
29-01-20 02:00,0,-51.44,0,-2.13,-2.29,20.52,18.34
29-01-20 03:00,0,-52.38,0,-2.13,-2.34,20.41,18.14
29-01-20 04:00,0,-51.52,0,-2.52,-2.76,20.05,17.65
29-01-20 05:00,0,-51.38,0,-2.24,-2.37,20.22,17.83
29-01-20 06:00,0,-51.08,0,-2.29,-2.7,20.28,17.86
29-01-20 07:00,0,-50.9,0,-2,-2.16,20.15,17.64
29-01-20 08:00,73,37.53,0.01,6.31,5.17,19.76,17.24
29-01-20 09:00,2375,2374.79,0.17,173.14,140.67,20.8,21
29-01-20 10:00,7423,7427.8,0.47,467.99,393.25,24.86,31.11
29-01-20 11:00,11632,11627.51,0.68,677.25,599.82,30.85,41.45
29-01-20 12:00,14865,14875.91,0.82,823.24,762.26,33.2,46.39
29-01-20 13:00,16821,16833.26,0.89,892.31,841.24,34.73,50.94
29-01-20 14:00,16993,16988.22,0.91,905.71,861.56,36.6,54.97
29-01-20 15:00,15819,15831.1,0.83,830.56,790.73,37.86,54.65
29-01-20 16:00,12818,12825.34,0.68,677.52,647.45,38.2,52.49
29-01-20 17:00,9400,9395.14,0.49,493.09,477.08,37.6,50.5
29-01-20 18:00,4736,4740.06,0.25,250.11,246.69,35.51,41.36
29-01-20 19:00,747,747.41,0.04,43.24,42.51,31.46,30.27
29-01-20 20:00,0,-82.02,0,-3.41,-3.71,28.03,24.85
29-01-20 21:00,0,-53.65,0,-3.52,-3.85,26.28,23.14
29-01-20 22:00,0,-53.59,0,-3.08,-3.1,25.73,22.72
29-01-20 23:00,0,-52.37,0,-2.98,-3.05,25.15,22.2
30-01-20 00:00,0,-52.35,0,-2.91,-3.07,24.81,21.32
30-01-20 01:00,0,-52.56,0,-3.22,-3.3,24.67,21.21
30-01-20 02:00,0,-52.38,0,-2.92,-2.67,24.92,21.72
30-01-20 03:00,0,-52.52,0,-3,-2.82,26.37,23.11
30-01-20 04:00,0,-52.54,0,-3,-3,27.17,23.94
30-01-20 05:00,0,-52.57,0,-3.24,-3.27,26.6,23.66
30-01-20 06:00,0,-52.45,0,-3,-2.93,26.19,23.38
30-01-20 07:00,0,-52.11,0,-3,-2.92,25.42,22.63
30-01-20 08:00,64,27.41,0.01,5.27,4.37,25.17,22.63
30-01-20 09:00,2353,2350.75,0.17,173.4,138.16,25.63,25.47
30-01-20 10:00,7441,7445.67,0.46,461.67,382.37,28.29,32.82
30-01-20 11:00,12233,12241.54,0.68,684.03,605.71,30.54,39.23
30-01-20 12:00,15333,15327.91,0.82,821.69,763.04,32.98,45.28
30-01-20 13:00,16712,16722.81,0.88,880.2,832.32,35.27,50.44
30-01-20 14:00,16989,17000.49,0.89,887.36,846.76,36.88,53.22
30-01-20 15:00,16058,16052.95,0.83,830.26,792.86,37.53,53.01
30-01-20 16:00,13859,13871.69,0.72,716.2,684.88,37.92,50.98
30-01-20 17:00,10498,10494,0.54,542.74,527.61,38.15,47.03
30-01-20 18:00,5847,5852.96,0.31,308.81,308.96,37.73,41.87
30-01-20 19:00,1212,1212.72,0.07,74.08,75.02,36.21,34.98
30-01-20 20:00,1,-83.3,0,-5.04,-5.39,31.89,27.47
30-01-20 21:00,0,-56.03,0,-4.23,-4.37,27.5,24.34
30-01-20 22:00,0,-56.21,0,-3.64,-3.81,25.75,22.73
30-01-20 23:00,0,-55.44,0,-2.8,-2.8,25.52,22.66
31-01-20 00:00,0,-55.26,0,-2.86,-2.85,25.51,22.83
31-01-20 01:00,0,-53.84,0,-2.67,-2.53,26.9,24.19
31-01-20 02:00,0,-54.03,0,-3.07,-3.07,27.16,24.32
31-01-20 03:00,0,-53.82,0,-3.14,-3.07,26.66,23.78
31-01-20 04:00,0,-53.83,0,-3,-2.91,26.84,24.28
31-01-20 05:00,0,-53.79,0,-3,-3,26.35,23.94
31-01-20 06:00,0,-53.02,0,-3,-2.96,25.78,23.34
31-01-20 07:00,0,-52.5,0,-3,-3,25.03,22.48
31-01-20 08:00,73,37.51,0.01,9.02,6.49,25.01,22.66
31-01-20 09:00,2771,2768.89,0.21,214.95,164.06,26.02,26.22
31-01-20 10:00,8040,8042.64,0.5,501.76,413.4,28.54,33.7
31-01-20 11:00,12498,12509.25,0.7,705.28,624.29,30.79,40.26
31-01-20 12:00,15625,15621.11,0.85,848.62,788.21,33.11,46.88
31-01-20 13:00,17572,17587.58,0.92,920.88,871.02,35.29,51.48
31-01-20 14:00,18048,18040.44,0.93,929.33,888.24,36.75,53.05
31-01-20 15:00,17033,17043.16,0.86,863.28,824.91,37.97,52.85
31-01-20 16:00,14807,14818.4,0.76,755.28,722.88,38.42,50.54
31-01-20 17:00,11279,11274.55,0.57,574.27,559.76,38.22,46.62
31-01-20 18:00,6388,6395.44,0.33,329.68,331.25,35.82,40.6
31-01-20 19:00,1545,1545.52,0.09,92.65,95,32.05,31.79
31-01-20 20:00,1,-80.98,0,-2.87,-3.04,28.05,25.62
31-01-20 21:00,0,-53.91,0,-3.09,-3.21,26.22,23.73
31-01-20 22:00,0,-53.61,0,-3,-3.12,25.35,22.75
31-01-20 23:00,0,-53.21,0,-3.02,-3.06,24.29,21.64
01-02-20 00:00,0,-52.61,0,-3.12,-3.36,23.44,20.58
